schoolName,Rating
West Virginia School of Osteopathic Medicine,0.0183514680144676
MCPHS University,0.0324146531555638
Philadelphia College of Osteopathic Medicine,0.0344289973340003
Albany College of Pharmacy and Health Sciences,0.0582460374407621
St Louis College of Pharmacy,0.0662220895343244
Samuel Merritt University,0.0784387960763257
University of Massachusetts Medical School Worcester,0.0897025202939295
Georgetown University,0.101998081484523
Harvard University,0.104411635206434
Massachusetts Institute of Technology,0.109500725912298
Duke University,0.115956088428026
Babson College,0.116533642990779
SUNY Downstate Medical Center,0.126539320901368
Stevens Institute of Technology,0.128200782984993
University of the Sciences,0.1291066855523
Stanford University,0.12913487632705
Cornell University,0.130279512540091
University of Pennsylvania,0.131029010270981
Washington and Lee University,0.133242713544445
Salus University,0.13419403247326
Rensselaer Polytechnic Institute,0.135441351909851
Rose-Hulman Institute of Technology,0.140274891152947
Upstate Medical University,0.140365018452695
Lehigh University,0.140556625051425
Harvey Mudd College,0.140877956317308
Georgia Institute of Technology-Main Campus,0.142594114519257
Columbia University in the City of New York,0.142721196404624
Worcester Polytechnic Institute,0.143791217552527
California Maritime Academy,0.144215068236821
Massachusetts Maritime Academy,0.144595650507874
Bentley University,0.145177183920485
Villanova University,0.147237890221986
University of California-Berkeley,0.151257379080091
Santa Clara University,0.152002972215546
Tufts University,0.152275656743111
Boston College,0.153338341714412
Helene Fuld College of Nursing,0.153576226191783
Colorado School of Mines,0.156464899446839
Carnegie Mellon University,0.158560223746508
Johns Hopkins University,0.159074813325392
Vanderbilt University,0.159497400263637
Dartmouth College,0.159727126497077
University of Notre Dame,0.160316251405793
Rice University,0.161895717998179
Kettering University,0.162071214315177
Lafayette College,0.162132341669792
Princeton University,0.162787725745088
SUNY Maritime College,0.163269131722093
University of Southern California,0.164176853021054
Brigham Young University-Provo,0.164347949580843
University of California-Los Angeles,0.164565002302427
Claremont McKenna College,0.164641482608864
Bucknell University,0.165238523615001
Colgate University,0.168013363115027
Wellesley College,0.168736565725579
Northwestern University,0.168794318152633
Maine Maritime Academy,0.169225863684484
California Polytechnic State University-San Luis Obispo,0.169707738123483
Fairfield University,0.169927967688981
California Institute of Technology,0.171597542972996
University of Chicago,0.171970733289304
University of California-San Diego,0.173542713480297
University of California-Davis,0.173594587019197
Brown University,0.174028851222537
Barnard College,0.174849680293236
Clarkson University,0.175143842061081
Haverford College,0.175893687364993
Williams College,0.176781507005539
George Washington University,0.176924210765272
University of Maryland-College Park,0.177046344520302
University of Virginia-Main Campus,0.17721277190997
University of California-Irvine,0.17855379774358
Case Western Reserve University,0.178883196276845
SUNY at Binghamton,0.179584787401469
College of the Holy Cross,0.179628583504942
College of William and Mary,0.180216418457406
CUNY Bernard M Baruch College,0.180780615082961
University of the Pacific,0.180870800051638
Davidson College,0.181268565656991
University of Richmond,0.181389821549405
New Jersey Institute of Technology,0.18181840815684
Illinois Institute of Technology,0.182081399771152
Missouri University of Science and Technology,0.18215599818063
Yale University,0.183899080064633
Thomas Jefferson University,0.183974222312995
The College of New Jersey,0.184224894517992
Manhattan College,0.18438682208337
Washington University in St Louis,0.184696126294253
University of Michigan-Ann Arbor,0.185386449831993
Hamilton College,0.186017282341409
Los Angeles County College of Nursing and Allied Health,0.186534011872367
University of Illinois at Urbana-Champaign,0.18687789625388
Wake Forest University,0.187070879384731
Emory University,0.187219129627019
James Madison University,0.187590014365635
Boston University,0.187835342084898
Milwaukee School of Engineering,0.188059537145019
Loyola University Maryland,0.188118991215066
Illinois College of Optometry,0.188280593931108
SUNY College of Optometry,0.188482020013598
New York University,0.188880271378266
Bellin College,0.189515446462508
University of Florida,0.189691653690599
Providence College,0.18976426336623
Bryant University,0.190443302506468
University of Washington-Seattle Campus,0.19059358384985
University of North Carolina at Chapel Hill,0.190946481628319
University of San Francisco,0.191043550336357
Union College,0.191241121195288
George Mason University,0.19131842905896
Creighton University,0.191821984817778
Alliant International University,0.192466592905572
Brandeis University,0.192527198163904
Saint Joseph's University,0.192682508303234
Bates College,0.193161745521035
Virginia Polytechnic Institute and State University,0.193711209330531
Pepperdine University,0.194366239962675
Northeastern University,0.194759844727039
The University of Texas Health Science Center at San Antonio,0.19483660651532
University of California-Santa Barbara,0.194887330714545
Pomona College,0.195292077212963
Trinity College,0.195561486381218
Loyola Marymount University,0.195941096878181
San Jose State University,0.19594224886507
Wesleyan University,0.196052834458593
Texas A & M University-College Station,0.196109211061461
Rutgers University-New Brunswick,0.196781950637106
Widener University-Delaware Campus,0.197229270924633
Cooper Union for the Advancement of Science and Art,0.197434827341212
Drexel University,0.197652826753676
Stonehill College,0.197710937799014
University of San Diego,0.198118167933874
Stony Brook University,0.198476399891629
Muhlenberg College,0.198490876211436
Saint Mary's College of California,0.199107495960718
University of Connecticut,0.199389704714247
St Vincent's College,0.199709236051221
Yeshiva University,0.19991556101576
Syracuse University,0.200030509672463
American University,0.201780225217985
Fordham University,0.201838621198997
The University of Texas at Austin,0.202013509025246
