schoolName,Rating
West Virginia School of Osteopathic Medicine,0.0636802716453834
University of Massachusetts Medical School Worcester,0.12436529487309
Philadelphia College of Osteopathic Medicine,0.146404243475871
MCPHS University,0.219938683779739
Harvard University,0.22096
United States Merchant Marine Academy,0.225303254776957
Massachusetts Institute of Technology,0.239810012809534
Albany College of Pharmacy and Health Sciences,0.258105246085519
Duke University,0.27203709069173
St Louis College of Pharmacy,0.276396499505138
Stanford University,0.277054696496083
Princeton University,0.277840908378112
Samuel Merritt University,0.286499072476535
Georgetown University,0.295438542244403
SUNY Downstate Medical Center,0.323448779460795
Cornell University,0.323709065670603
Washington and Lee University,0.328565876807502
University of Pennsylvania,0.330537663641435
Babson College,0.332158416644737
Dartmouth College,0.335172724673524
Yale University,0.339742597060845
California Institute of Technology,0.342357500082001
Columbia University in the City of New York,0.349083912435056
Rice University,0.354955381899344
Harvey Mudd College,0.355658156703889
Stevens Institute of Technology,0.363005959893014
Johns Hopkins University,0.36345658172797
Rensselaer Polytechnic Institute,0.363716547431384
Lehigh University,0.364164432964611
Claremont McKenna College,0.365134575282716
University of Notre Dame,0.36569721052923
Tufts University,0.367467510910332
University of the Sciences,0.367540000576371
Wellesley College,0.371924597052505
University of California-Berkeley,0.374071588683674
Georgia Institute of Technology-Main Campus,0.374239805004721
Williams College,0.375983033489946
Boston College,0.376595733594965
Vanderbilt University,0.376735032983337
Worcester Polytechnic Institute,0.377380473024931
Upstate Medical University,0.378304763244518
Amherst College,0.37833869725316
St Paul's School of Nursing-Queens,0.379526522933448
Rose-Hulman Institute of Technology,0.380009718702848
Bentley University,0.383011848744706
Northwestern University,0.383796685980361
Santa Clara University,0.384507537367717
Villanova University,0.385563984394538
University of Chicago,0.38615400262254
Pomona College,0.38615940377681
Brown University,0.386917556865255
Carnegie Mellon University,0.388035708131034
Salus University,0.389305264483204
Colgate University,0.390392561963449
California Maritime Academy,0.393061817765369
Lafayette College,0.39457875880007
Massachusetts Maritime Academy,0.394961823929
University of California-Los Angeles,0.396088392734124
Washington University in St Louis,0.397191528688476
Haverford College,0.398642575965371
University of Southern California,0.398804397457578
Davidson College,0.402097193820317
Bucknell University,0.404649429622994
Colorado School of Mines,0.407244396272787
Brigham Young University-Provo,0.407365294303709
University of Virginia-Main Campus,0.410931291612278
University of Richmond,0.411383992607513
Hamilton College,0.411652574366593
Barnard College,0.411800223699278
University of California-Davis,0.413414092986769
Case Western Reserve University,0.414114960216103
University of California-San Diego,0.41612478553106
Kettering University,0.416143015070413
Emory University,0.417436197123938
St Paul's School of Nursing-Staten Island,0.417468467209065
Fairfield University,0.420231266129347
Helene Fuld College of Nursing,0.422212665945466
Wake Forest University,0.424170175044015
University of Maryland-College Park,0.424251759265766
College of the Holy Cross,0.424638219662548
California Polytechnic State University-San Luis Obispo,0.427441875379959
Thomas Jefferson University,0.427920196273958
Bowdoin College,0.427975796738685
Maine Maritime Academy,0.428449326336828
University of Michigan-Ann Arbor,0.428660004177789
George Washington University,0.42901728668939
SUNY Maritime College,0.429075834987856
Cooper Union for the Advancement of Science and Art,0.429406798277247
University of California-Irvine,0.430195618855331
College of William and Mary,0.431063697512527
University of Florida,0.433294700550459
Bates College,0.433319688196915
SUNY College of Optometry,0.433399289185684
University of North Carolina at Chapel Hill,0.436782597262437
The University of Texas Health Science Center at San Antonio,0.437404908416233
Grinnell College,0.437567598607835
Middlebury College,0.43774073027649
Clarkson University,0.438966577294813
University of Colorado Denver,0.439323833224304
SUNY at Binghamton,0.439332191443258
New York University,0.439462244831348
CUNY Bernard M Baruch College,0.43957154819328
Yeshiva University,0.439707758917868
University of Illinois at Urbana-Champaign,0.440200592117829
University of the Pacific,0.440983773045972
Wesleyan University,0.441535494310695
New Jersey Institute of Technology,0.442361761165141
Colby College,0.442606971095779
University of Washington-Seattle Campus,0.443248781373459
Union College,0.444189976771817
Bellin College,0.444460855305816
Trinity College,0.445081126178807
Illinois Institute of Technology,0.446290528184565
The College of New Jersey,0.446877081881856
Manhattan College,0.447793059077295
Scripps College,0.448330784156252
Illinois College of Optometry,0.449452309042528
Swarthmore College,0.450354210538138
Brandeis University,0.450433546379275
Missouri University of Science and Technology,0.450537982326953
Boston University,0.451513296541512
Loyola University Maryland,0.451994622616151
Pepperdine University,0.452412853717454
Vassar College,0.45369294174197
University of California-Santa Barbara,0.453783849874227
Texas A & M University-College Station,0.454731641059928
Providence College,0.454796268194324
Alliant International University,0.45556753303386
James Madison University,0.455840844880032
Bryant University,0.456166329055408
Loyola Marymount University,0.456739092275597
Carleton College,0.457378494211347
Creighton University,0.457570821749073
Saint Joseph's University,0.457714286555359
University of Connecticut,0.457842562759666
Mount Carmel College of Nursing,0.458323779614306
Virginia Polytechnic Institute and State University,0.459205199650821
Charles R Drew University of Medicine and Science,0.460893794701019
University of San Francisco,0.461647975919801
Trinity University,0.46179229467946
University of San Diego,0.463504432317196
Stonehill College,0.463745085460844
Rutgers University-New Brunswick,0.46379744126474
Milwaukee School of Engineering,0.463872628709121
George Mason University,0.464276060424033
Franklin and Marshall College,0.46444631992486
University of Rochester,0.46458871638488
Stony Brook University,0.465253908492396
Northeastern University,0.465377856734793
American University,0.465438853920828
Dickinson College,0.465659885110402
The University of Texas at Austin,0.465953117797431
University of Miami,0.466035916040175
Widener University-Delaware Campus,0.467683644358626
Drexel University,0.468363400861733
Gettysburg College,0.469343921213397
Occidental College,0.469952058275346
Muhlenberg College,0.470281046782813
Veeb Nassau County School of Practical Nursing,0.470357780753663
Pitzer College,0.470756484848481
Fordham University,0.470827092669221
Syracuse University,0.470976281008628
San Jose State University,0.472293800501193
University of Wisconsin-Madison,0.472653206217109
Saint Mary's College of California,0.472964948214701
Whitman College,0.473854533159104
Los Angeles County College of Nursing and Allied Health,0.474740546318255
Chapman University,0.475609482107234
University of Georgia,0.476051694920533
Virginia Military Institute,0.476568112413049
University of Delaware,0.476645581952813
Medical University of South Carolina,0.477504981570861
Marist College,0.477518048667388
Marquette University,0.477700772521553
Lawrence Memorial Hospital School of Nursing,0.477935696548058
Drake University,0.478189510192576
CUNY Queens College,0.478605300193628
